stim,leak_rate,tikhonov_beta,csv_seed,reservoir_seed,RMSE,NRMSE
10-6,0.01,0.001,146,722,0.07238857321772177,0.38921456738014865
10-6,0.01,0.0001,146,722,0.06648834219046033,0.3574905567436704
10-6,0.01,1e-05,146,722,0.050561956474881826,0.27185851496306634
10-6,0.01,1e-06,146,722,0.0372756157915567,0.20042131001122646
10-6,0.01,1e-07,146,722,0.03202505837733227,0.17219042574810506
10-6,0.03,0.001,146,722,0.04025264903414592,0.21642804497070228
10-6,0.03,0.0001,146,722,0.03240461202929554,0.17423118720920086
10-6,0.03,1e-05,146,722,0.029256134951576914,0.15730264325206475
10-6,0.03,1e-06,146,722,0.02584888678746952,0.13898275433587867
10-6,0.03,1e-07,146,722,0.023656027938676473,0.12719232153384397
10-6,0.05,0.001,146,722,0.06254059466143651,0.3362645430465404
10-6,0.05,0.0001,146,722,0.045426974319498006,0.2442490488654087
10-6,0.05,1e-05,146,722,0.03271034412641214,0.17587502933267474
10-6,0.05,1e-06,146,722,0.025337146736387695,0.13623126092000698
10-6,0.05,1e-07,146,722,0.021515286658449134,0.11568211136917494
10-6,0.07,0.001,146,722,0.07580381195897237,0.40757741955541926
10-6,0.07,0.0001,146,722,0.0656841521312444,0.353166635548985
10-6,0.07,1e-05,146,722,0.05179716238863013,0.2784998965233711
10-6,0.07,1e-06,146,722,0.038599549350156415,0.20753975708574757
10-6,0.07,1e-07,146,722,0.030504378202198413,0.1640141231884713
10-6,0.09,0.001,146,722,0.076101993643622,0.40918066507101364
10-6,0.09,0.0001,146,722,0.0742476533636574,0.399210358740051
10-6,0.09,1e-05,146,722,0.06828885548817688,0.36717144936363144
10-6,0.09,1e-06,146,722,0.05873339638999265,0.31579422622328107
10-6,0.09,1e-07,146,722,0.046769590064458175,0.25146794520642013
10-6,0.01,0.001,146,723,0.07010117760724223,0.3769158349506208
10-6,0.01,0.0001,146,723,0.06201480580614134,0.3334375128572382
10-6,0.01,1e-05,146,723,0.04490575791446985,0.24144660355426387
10-6,0.01,1e-06,146,723,0.03613018299457924,0.1942626151962626
10-6,0.01,1e-07,146,723,0.03181712809903443,0.1710724386167726
10-6,0.03,0.001,146,723,0.040140969795479646,0.21582757469437702
10-6,0.03,0.0001,146,723,0.03254313178055435,0.17497597195440712
10-6,0.03,1e-05,146,723,0.028415833109785658,0.15278455837646096
10-6,0.03,1e-06,146,723,0.025740403400972313,0.13839946732707895
10-6,0.03,1e-07,146,723,0.024127733504682836,0.12972855991571924
10-6,0.05,0.001,146,723,0.0632398650799963,0.34002433856872727
10-6,0.05,0.0001,146,723,0.044117882591162866,0.23721040245953984
10-6,0.05,1e-05,146,723,0.03243447822609997,0.17439176999667427
10-6,0.05,1e-06,146,723,0.024268852093457405,0.1304873179356348
10-6,0.05,1e-07,146,723,0.02096645877075173,0.11273120628317705
10-6,0.07,0.001,146,723,0.07830379169083515,0.4210191616224932
10-6,0.07,0.0001,146,723,0.06522867560294397,0.3507176564900793
10-6,0.07,1e-05,146,723,0.049462816477210084,0.2659487245131657
10-6,0.07,1e-06,146,723,0.03572612996068088,0.19209012691811417
10-6,0.07,1e-07,146,723,0.02925092858958508,0.15727464999511545
10-6,0.09,0.001,146,723,0.07831873393226502,0.42109950217591624
10-6,0.09,0.0001,146,723,0.07464570981297503,0.4013506049395176
10-6,0.09,1e-05,146,723,0.06659339347137859,0.35805539021168686
10-6,0.09,1e-06,146,723,0.05582584386853994,0.30016107106537243
10-6,0.09,1e-07,146,723,0.04418148079686755,0.23755235350262854
10-6,0.01,0.001,146,724,0.0728724433389705,0.3918162114178557
10-6,0.01,0.0001,146,724,0.06385525708933029,0.34333314165787965
10-6,0.01,1e-05,146,724,0.047465425308568614,0.2552092706873042
10-6,0.01,1e-06,146,724,0.035419436646189975,0.19044111657833396
10-6,0.01,1e-07,146,724,0.030446738132231414,0.16370420749461598
10-6,0.03,0.001,146,724,0.04127471164387879,0.22192341031360172
10-6,0.03,0.0001,146,724,0.03242565159334467,0.17434431148358903
10-6,0.03,1e-05,146,724,0.02885385059037649,0.15513966466789655
10-6,0.03,1e-06,146,724,0.02564873411530655,0.1379065853738025
10-6,0.03,1e-07,146,724,0.023788006758040367,0.12790193738616312
10-6,0.05,0.001,146,724,0.06478666478636579,0.34834107906764006
10-6,0.05,0.0001,146,724,0.046566296925821524,0.2503748907713253
10-6,0.05,1e-05,146,724,0.03367927148266658,0.18108470021060602
10-6,0.05,1e-06,146,724,0.026369855649107772,0.14178386867047396
10-6,0.05,1e-07,146,724,0.021791778334018682,0.11716873533629395
10-6,0.07,0.001,146,724,0.07928298379588479,0.4262840233901464
10-6,0.07,0.0001,146,724,0.06674195852536322,0.35885418594206436
10-6,0.07,1e-05,146,724,0.05060979033845231,0.2721157052306478
10-6,0.07,1e-06,146,724,0.037507059577665695,0.20166572317036277
10-6,0.07,1e-07,146,724,0.0312665702929123,0.16811223220846164
10-6,0.09,0.001,146,724,0.07898360526477155,0.4246743427417977
10-6,0.09,0.0001,146,724,0.07512914275772355,0.4039498983926664
10-6,0.09,1e-05,146,724,0.0673223207091167,0.36197464275220237
10-6,0.09,1e-06,146,724,0.05547268747694191,0.2982622408209919
10-6,0.09,1e-07,146,724,0.043886659083254266,0.23596717367910666
10-6,0.01,0.001,146,725,0.07063276622760548,0.37977404897117617
10-6,0.01,0.0001,146,725,0.06033567951030603,0.32440928663644325
10-6,0.01,1e-05,146,725,0.043018720780728464,0.2313004947280766
10-6,0.01,1e-06,146,725,0.03511722205317928,0.1888161871613548
10-6,0.01,1e-07,146,725,0.030616356002557948,0.16461619875351982
10-6,0.03,0.001,146,725,0.040775241709252785,0.21923789012880465
10-6,0.03,0.0001,146,725,0.032021509173860145,0.17217134260234676
10-6,0.03,1e-05,146,725,0.028110364051765292,0.15114213054592718
10-6,0.03,1e-06,146,725,0.025301689069394027,0.13604061424877417
10-6,0.03,1e-07,146,725,0.023899709916632195,0.1285025362737189
10-6,0.05,0.001,146,725,0.06883190156567794,0.3700912671570607
10-6,0.05,0.0001,146,725,0.04911075468513195,0.26405577964626475
10-6,0.05,1e-05,146,725,0.03366352365850056,0.18100002824792594
10-6,0.05,1e-06,146,725,0.02644796846432653,0.14220386100118024
10-6,0.05,1e-07,146,725,0.021693736746662858,0.11664159117096844
10-6,0.07,0.001,146,725,0.08496027518316511,0.4568093454536899
10-6,0.07,0.0001,146,725,0.0757195918808704,0.4071245900575289
10-6,0.07,1e-05,146,725,0.058518245159876275,0.3146374139084536
10-6,0.07,1e-06,146,725,0.04143104942802886,0.22276399799641355
10-6,0.07,1e-07,146,725,0.031408783368592645,0.16887687500035983
10-6,0.09,0.001,146,725,0.08549973041277653,0.4597098561901381
10-6,0.09,0.0001,146,725,0.08409475177073882,0.4521556507398615
10-6,0.09,1e-05,146,725,0.07547201501879693,0.4057934335367968
10-6,0.09,1e-06,146,725,0.06361860660270047,0.34206073342161153
10-6,0.09,1e-07,146,725,0.05309751890068521,0.2854915759388119
10-6,0.01,0.001,156,721,0.07118315246909633,0.382733332921
10-6,0.01,0.0001,156,721,0.062190001591191806,0.33437949511568327
10-6,0.01,1e-05,156,721,0.04549272800527884,0.24460258936534182
10-6,0.01,1e-06,156,721,0.03666646752139317,0.19714607788682784
10-6,0.01,1e-07,156,721,0.03128720284905641,0.16822316810699667
10-6,0.03,0.001,156,721,0.037324583372342714,0.2006845959819826
10-6,0.03,0.0001,156,721,0.029766434186718004,0.16004638977463378
10-6,0.03,1e-05,156,721,0.027302763912813638,0.14679987423770002
10-6,0.03,1e-06,156,721,0.025143312056521774,0.13518906216247137
10-6,0.03,1e-07,156,721,0.023474505843540917,0.1262163243482712
10-6,0.05,0.001,156,721,0.0630532101515475,0.3390207434708232
10-6,0.05,0.0001,156,721,0.04262693876253109,0.22919398451601067
10-6,0.05,1e-05,156,721,0.030176242527010934,0.16224982284128858
10-6,0.05,1e-06,156,721,0.02441363690736403,0.13126578829639732
10-6,0.05,1e-07,156,721,0.02069930450104482,0.11129478712355367
10-6,0.07,0.001,156,721,0.08013475743024415,0.4308637891165116
10-6,0.07,0.0001,156,721,0.06880178675912899,0.36992934765952573
10-6,0.07,1e-05,156,721,0.05269952484578533,0.28335166521793304
10-6,0.07,1e-06,156,721,0.03629297649523447,0.19513791359093122
10-6,0.07,1e-07,156,721,0.02714849249597796,0.14597039687554472
10-6,0.09,0.001,156,721,0.08205836452871673,0.4412065251501332
10-6,0.09,0.0001,156,721,0.07873796188805053,0.4233535820699067
10-6,0.09,1e-05,156,721,0.07151706783758387,0.3845287091787495
10-6,0.09,1e-06,156,721,0.060841482353436345,0.3271288572263554
10-6,0.09,1e-07,156,721,0.048676754098140894,0.2617222711489996
10-6,0.01,0.001,156,722,0.07238857319257914,0.3892145672449633
10-6,0.01,0.0001,156,722,0.06648834506566174,0.35749057220288205
10-6,0.01,1e-05,156,722,0.05056197048013951,0.27185859026570136
10-6,0.01,1e-06,156,722,0.037275453381850204,0.20042043677639335
10-6,0.01,1e-07,156,722,0.03202338199259753,0.17218141226254657
10-6,0.03,0.001,156,722,0.04025264968378587,0.2164280484636477
10-6,0.03,0.0001,156,722,0.032404616896594504,0.17423121337940392
10-6,0.03,1e-05,156,722,0.029256135618901287,0.15730264684009465
10-6,0.03,1e-06,156,722,0.02584847274409503,0.13898052813213246
10-6,0.03,1e-07,156,722,0.023655647598940014,0.1271902765458106
10-6,0.05,0.001,156,722,0.06254059547103479,0.3362645473995402
10-6,0.05,0.0001,156,722,0.045426979328962974,0.24424907580000146
10-6,0.05,1e-05,156,722,0.03271047782449076,0.1758757481925378
10-6,0.05,1e-06,156,722,0.0253363931816105,0.13622720925157966
10-6,0.05,1e-07,156,722,0.021509665775499686,0.11565188934063898
10-6,0.07,0.001,156,722,0.07580381361918283,0.40757742848193995
10-6,0.07,0.0001,156,722,0.0656841449467706,0.35316659691993435
10-6,0.07,1e-05,156,722,0.051796683625925266,0.2784973223405855
10-6,0.07,1e-06,156,722,0.03860000328465925,0.2075421977737358
10-6,0.07,1e-07,156,722,0.03049254675566328,0.16395050857168914
10-6,0.09,0.001,156,722,0.07610199463550499,0.409180670404111
10-6,0.09,0.0001,156,722,0.07424759321376105,0.3992100353296722
10-6,0.09,1e-05,156,722,0.06828835849962939,0.3671687771852211
10-6,0.09,1e-06,156,722,0.0587363446591066,0.3158100783009875
10-6,0.09,1e-07,156,722,0.046795048907395505,0.25160483079622237
10-6,0.01,0.001,156,723,0.07010117794460623,0.3769158367645395
10-6,0.01,0.0001,156,723,0.06201480730776206,0.33343752093106305
10-6,0.01,1e-05,156,723,0.044905790428198124,0.2414467783721408
10-6,0.01,1e-06,156,723,0.0361304342410792,0.19426396608347365
10-6,0.01,1e-07,156,723,0.03181704605781101,0.17107199750241076
10-6,0.03,0.001,156,723,0.040140970407966915,0.21582757798756208
10-6,0.03,0.0001,156,723,0.03254312888549037,0.1749759563883996
10-6,0.03,1e-05,156,723,0.028415808794845718,0.15278442764134062
10-6,0.03,1e-06,156,723,0.02573997659754343,0.13839717251583258
10-6,0.03,1e-07,156,723,0.024126413077742947,0.12972146032282328
10-6,0.05,0.001,156,723,0.06323986269246698,0.3400243257316019
10-6,0.05,0.0001,156,723,0.044117864521244776,0.2372103053022809
10-6,0.05,1e-05,156,723,0.03243427209827881,0.1743906617008871
10-6,0.05,1e-06,156,723,0.024268197227700905,0.13048379689245385
10-6,0.05,1e-07,156,723,0.02096763668159882,0.11273753960403674
10-6,0.07,0.001,156,723,0.07830379056928403,0.421019155592204
10-6,0.07,0.0001,156,723,0.06522866548329995,0.35071760207938024
10-6,0.07,1e-05,156,723,0.049462810392668824,0.26594869179816677
10-6,0.07,1e-06,156,723,0.035723660264811205,0.19207684800451294
10-6,0.07,1e-07,156,723,0.029225204805654863,0.1571363398863685
10-6,0.09,0.001,156,723,0.07831873811251258,0.4210995246520223
10-6,0.09,0.0001,156,723,0.07464565175595803,0.4013502927820078
10-6,0.09,1e-05,156,723,0.06659328575137588,0.35805481102919456
10-6,0.09,1e-06,156,723,0.05582271124610255,0.3001442277677007
10-6,0.09,1e-07,156,723,0.04414677321649779,0.2373657398524631
10-6,0.01,0.001,156,724,0.07287244333571286,0.3918162114003402
10-6,0.01,0.0001,156,724,0.06385526134989551,0.34333316456583285
10-6,0.01,1e-05,156,724,0.04746543302833876,0.2552093121945044
10-6,0.01,1e-06,156,724,0.03541932201741326,0.1904405002491572
10-6,0.01,1e-07,156,724,0.030446058213714485,0.16370055174924544
10-6,0.03,0.001,156,724,0.04127471232202666,0.2219234139598268
10-6,0.03,0.0001,156,724,0.032425648352343316,0.17434429405756605
10-6,0.03,1e-05,156,724,0.028853826931582827,0.15513953746070444
10-6,0.03,1e-06,156,724,0.02564847831800218,0.1379052100180974
10-6,0.03,1e-07,156,724,0.02378750964086252,0.1278992645161408
10-6,0.05,0.001,156,724,0.0647866662034923,0.34834108668716146
10-6,0.05,0.0001,156,724,0.04656631352967314,0.25037498004592534
10-6,0.05,1e-05,156,724,0.03367921492463767,0.18108439611276606
10-6,0.05,1e-06,156,724,0.026370054433867467,0.14178493748452578
10-6,0.05,1e-07,156,724,0.02179698584895549,0.11719673479232907
10-6,0.07,0.001,156,724,0.07928298532166173,0.426284031593853
10-6,0.07,0.0001,156,724,0.06674196151984915,0.35885420204263796
10-6,0.07,1e-05,156,724,0.05060935688733234,0.2721133746764921
10-6,0.07,1e-06,156,724,0.03750585732093912,0.20165925894802886
10-6,0.07,1e-07,156,724,0.031251243644101416,0.16802982479633632
10-6,0.09,0.001,156,724,0.07898360983408698,0.4246743673098206
10-6,0.09,0.0001,156,724,0.07512921533537255,0.4039502886238452
10-6,0.09,1e-05,156,724,0.06732274077472021,0.3619769013359107
10-6,0.09,1e-06,156,724,0.05547271780964605,0.29826240391206826
10-6,0.09,1e-07,156,724,0.04384088755672704,0.23572107206246004
10-6,0.01,0.001,156,725,0.07063276578587684,0.37977404659611597
10-6,0.01,0.0001,156,725,0.060335682867711966,0.32440930468834345
10-6,0.01,1e-05,156,725,0.043018816482121434,0.2313010092896242
10-6,0.01,1e-06,156,725,0.03511735257953557,0.18881688896769022
10-6,0.01,1e-07,156,725,0.030617288889233145,0.16462121464301124
10-6,0.03,0.001,156,725,0.040775241424034915,0.21923788859526222
10-6,0.03,0.0001,156,725,0.032021494344441105,0.17217126286841006
10-6,0.03,1e-05,156,725,0.028110330822513255,0.1511419518808647
10-6,0.03,1e-06,156,725,0.025301695368251356,0.13604064811609495
10-6,0.03,1e-07,156,725,0.0238989800274653,0.12849861184913502
10-6,0.05,0.001,156,725,0.06883190182354867,0.3700912685435647
10-6,0.05,0.0001,156,725,0.04911075941356799,0.2640558050698379
10-6,0.05,1e-05,156,725,0.033663717617359874,0.18100107111436414
10-6,0.05,1e-06,156,725,0.026448867380850206,0.14220869424198498
10-6,0.05,1e-07,156,725,0.02169785134452993,0.11666371429562182
10-6,0.07,0.001,156,725,0.08496027456157987,0.4568093421115874
10-6,0.07,0.0001,156,725,0.07571953642478058,0.40712429188452937
10-6,0.07,1e-05,156,725,0.05851788064323731,0.31463545399710807
10-6,0.07,1e-06,156,725,0.041427329773220264,0.22274399837806527
10-6,0.07,1e-07,156,725,0.031363670609382846,0.16863431540457452
10-6,0.09,0.001,156,725,0.08549972832930332,0.45970984498784345
10-6,0.09,0.0001,156,725,0.08409467662452773,0.4521552466981912
10-6,0.09,1e-05,156,725,0.07547198543566634,0.4057932744759829
10-6,0.09,1e-06,156,725,0.06361331189679133,0.3420322651623514
10-6,0.09,1e-07,156,725,0.05300663730566077,0.2850029291936431
